              Y               X               Z             Vxx             Vxy             Vxz             Vyy             Vyz             Vzz
          8.728           4.789          -0.150         1.92002        17.22878       -68.77711       -33.07721       -34.93376        31.15719
          8.718           4.789          -0.150         1.16186        16.15926       -69.89928       -34.55610       -33.56953        33.39424
          8.718           4.789          -0.150         1.16186        16.15926       -69.89928       -34.55610       -33.56953        33.39424
          8.718           4.789          -0.150         1.16186        16.15926       -69.89928       -34.55610       -33.56953        33.39424
          8.718           4.789          -0.150         1.16186        16.15926       -69.89928       -34.55610       -33.56953        33.39424
          8.718           4.789          -0.150         1.16186        16.15926       -69.89928       -34.55610       -33.56953        33.39424
          8.718           4.789          -0.150         1.16186        16.15926       -69.89928       -34.55610       -33.56953        33.39424
          8.718           4.789          -0.150         1.16186        16.15926       -69.89928       -34.55610       -33.56953        33.39424
          8.718           4.789          -0.150         1.16186        16.15926       -69.89928       -34.55610       -33.56953        33.39424
          8.718           4.789          -0.150         1.16186        16.15926       -69.89928       -34.55610       -33.56953        33.39424
          8.718           4.789          -0.150         1.16186        16.15926       -69.89928       -34.55610       -33.56953        33.39424
          8.718           4.789          -0.150         1.16186        16.15926       -69.89928       -34.55610       -33.56953        33.39424
          8.718           4.789          -0.150         1.16186        16.15926       -69.89928       -34.55610       -33.56953        33.39424
          8.718           4.789          -0.150         1.16186        16.15926       -69.89928       -34.55610       -33.56953        33.39424
          8.718           4.789          -0.150         1.16186        16.15926       -69.89928       -34.55610       -33.56953        33.39424
          8.718           4.789          -0.150         1.16186        16.15926       -69.89928       -34.55610       -33.56953        33.39424
          8.718           4.789          -0.150         1.16186        16.15926       -69.89928       -34.55610       -33.56953        33.39424
          8.708           4.789          -0.150         0.40052        15.08625       -70.92199       -35.93535       -32.09513        35.53483
          8.708           4.789          -0.150         0.40052        15.08625       -70.92199       -35.93535       -32.09513        35.53483
          8.708           4.789          -0.150         0.40052        15.08625       -70.92199       -35.93535       -32.09513        35.53483
          8.708           4.789          -0.150         0.40052        15.08625       -70.92199       -35.93535       -32.09513        35.53483
          8.708           4.789          -0.150         0.40052        15.08625       -70.92199       -35.93535       -32.09513        35.53483
          8.708           4.789          -0.150         0.40052        15.08625       -70.92199       -35.93535       -32.09513        35.53483
          8.708           4.789          -0.150         0.40052        15.08625       -70.92199       -35.93535       -32.09513        35.53483
          8.708           4.789          -0.150         0.40052        15.08625       -70.92199       -35.93535       -32.09513        35.53483
          8.708           4.789          -0.150         0.40052        15.08625       -70.92199       -35.93535       -32.09513        35.53483
          8.708           4.789          -0.150         0.40052        15.08625       -70.92199       -35.93535       -32.09513        35.53483
          8.708           4.789          -0.150         0.40052        15.08625       -70.92199       -35.93535       -32.09513        35.53483
          8.708           4.789          -0.150         0.40052        15.08625       -70.92199       -35.93535       -32.09513        35.53483
          8.708           4.789          -0.150         0.40052        15.08625       -70.92199       -35.93535       -32.09513        35.53483
          8.708           4.789          -0.150         0.40052        15.08625       -70.92199       -35.93535       -32.09513        35.53483
          8.708           4.789          -0.150         0.40052        15.08625       -70.92199       -35.93535       -32.09513        35.53483
          8.708           4.789          -0.150         0.40052        15.08625       -70.92199       -35.93535       -32.09513        35.53483
          8.698           4.789          -0.150        -0.35640        14.01680       -71.84781       -37.21235       -30.52252        37.56875
          8.698           4.789          -0.150        -0.35640        14.01680       -71.84781       -37.21235       -30.52252        37.56875
          8.698           4.789          -0.150        -0.35640        14.01680       -71.84781       -37.21235       -30.52252        37.56875
          8.698           4.789          -0.150        -0.35640        14.01680       -71.84781       -37.21235       -30.52252        37.56875
          8.698           4.789          -0.150        -0.35640        14.01680       -71.84781       -37.21235       -30.52252        37.56875
          8.698           4.789          -0.150        -0.35640        14.01680       -71.84781       -37.21235       -30.52252        37.56875
          8.698           4.789          -0.150        -0.35640        14.01680       -71.84781       -37.21235       -30.52252        37.56875
          8.698           4.789          -0.150        -0.35640        14.01680       -71.84781       -37.21235       -30.52252        37.56875
          8.698           4.789          -0.150        -0.35640        14.01680       -71.84781       -37.21235       -30.52252        37.56875
          8.698           4.789          -0.150        -0.35640        14.01680       -71.84781       -37.21235       -30.52252        37.56875
          8.698           4.789          -0.150        -0.35640        14.01680       -71.84781       -37.21235       -30.52252        37.56875
          8.698           4.799          -0.150         2.77768        14.73158       -71.56513       -36.14211       -29.59461        33.36442
          8.698           4.799          -0.150         2.77768        14.73158       -71.56513       -36.14211       -29.59461        33.36442
          8.698           4.799          -0.150         2.77768        14.73158       -71.56513       -36.14211       -29.59461        33.36442
          8.898           4.639          -0.150        -9.40575        18.19242       -47.14058        -9.19650       -60.98950        18.60226
          8.898           4.639          -0.150        -9.40575        18.19242       -47.14058        -9.19650       -60.98950        18.60226
          8.898           4.639          -0.150        -9.40575        18.19242       -47.14058        -9.19650       -60.98950        18.60226
          8.898           4.639          -0.150        -9.40575        18.19242       -47.14058        -9.19650       -60.98950        18.60226
          8.898           4.639          -0.150        -9.40575        18.19242       -47.14058        -9.19650       -60.98950        18.60226
          8.898           4.639          -0.150        -9.40575        18.19242       -47.14058        -9.19650       -60.98950        18.60226
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.888           4.639          -0.150       -10.57207        17.28149       -48.30896       -11.87195       -61.65558        22.44402
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.878           4.639          -0.150       -11.79020        16.30059       -49.37710       -14.63196       -62.05599        26.42216
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.868           4.639          -0.150       -13.05230        15.26153       -50.33255       -17.44399       -62.17384        30.49629
          8.858           4.639          -0.150       -14.34932        14.17811       -51.16561       -20.27287       -61.99929        34.62219
          8.858           4.639          -0.150       -14.34932        14.17811       -51.16561       -20.27287       -61.99929        34.62219
          8.858           4.639          -0.150       -14.34932        14.17811       -51.16561       -20.27287       -61.99929        34.62219
          8.858           4.639          -0.150       -14.34932        14.17811       -51.16561       -20.27287       -61.99929        34.62219
          8.858           4.639          -0.150       -14.34932        14.17811       -51.16561       -20.27287       -61.99929        34.62219
          8.858           4.639          -0.150       -14.34932        14.17811       -51.16561       -20.27287       -61.99929        34.62219
          8.858           4.649          -0.150       -13.07336        15.47686       -51.57768       -19.18589       -61.16690        32.25925
          8.858           4.649          -0.150       -13.07336        15.47686       -51.57768       -19.18589       -61.16690        32.25925
          8.858           4.649          -0.150       -13.07336        15.47686       -51.57768       -19.18589       -61.16690        32.25925
          8.858           4.649          -0.150       -13.07336        15.47686       -51.57768       -19.18589       -61.16690        32.25925
          8.858           4.649          -0.150       -13.07336        15.47686       -51.57768       -19.18589       -61.16690        32.25925
          8.858           4.649          -0.150       -13.07336        15.47686       -51.57768       -19.18589       -61.16690        32.25925
          8.858           4.649          -0.150       -13.07336        15.47686       -51.57768       -19.18589       -61.16690        32.25925
          8.858           4.649          -0.150       -13.07336        15.47686       -51.57768       -19.18589       -61.16690        32.25925
          8.858           4.649          -0.150       -13.07336        15.47686       -51.57768       -19.18589       -61.16690        32.25925
          8.858           4.649          -0.150       -13.07336        15.47686       -51.57768       -19.18589       -61.16690        32.25925
          8.858           4.649          -0.150       -13.07336        15.47686       -51.57768       -19.18589       -61.16690        32.25925
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.848           4.649          -0.150       -14.37266        14.38750       -52.40946       -21.96895       -60.82720        36.34161
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.838           4.649          -0.150       -15.69346        13.27421       -53.11158       -24.71320       -60.20075        40.40665
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.828           4.649          -0.150       -17.02518        12.15267       -53.68262       -27.38547       -59.29698        44.41065
          8.818           4.649          -0.150       -18.35734        11.03809       -54.12469       -29.95583       -58.13196        48.31317
          8.818           4.649          -0.150       -18.35734        11.03809       -54.12469       -29.95583       -58.13196        48.31317
          8.818           4.649          -0.150       -18.35734        11.03809       -54.12469       -29.95583       -58.13196        48.31317
          8.818           4.649          -0.150       -18.35734        11.03809       -54.12469       -29.95583       -58.13196        48.31317
          8.818           4.649          -0.150       -18.35734        11.03809       -54.12469       -29.95583       -58.13196        48.31317
          8.818           4.649          -0.150       -18.35734        11.03809       -54.12469       -29.95583       -58.13196        48.31317
          8.818           4.649          -0.150       -18.35734        11.03809       -54.12469       -29.95583       -58.13196        48.31317
          8.818           4.649          -0.150       -18.35734        11.03809       -54.12469       -29.95583       -58.13196        48.31317
          8.818           4.649          -0.150       -18.35734        11.03809       -54.12469       -29.95583       -58.13196        48.31317
          8.818           4.649          -0.150       -18.35734        11.03809       -54.12469       -29.95583       -58.13196        48.31317
          8.818           4.649          -0.150       -18.35734        11.03809       -54.12469       -29.95583       -58.13196        48.31317
          8.818           4.649          -0.150       -18.35734        11.03809       -54.12469       -29.95583       -58.13196        48.31317
          8.818           4.649          -0.150       -18.35734        11.03809       -54.12469       -29.95583       -58.13196        48.31317
          8.818           4.659          -0.150       -16.93876        12.36512       -54.98406       -28.84583       -57.68838        45.78458
          8.818           4.659          -0.150       -16.93876        12.36512       -54.98406       -28.84583       -57.68838        45.78458
          8.818           4.659          -0.150       -16.93876        12.36512       -54.98406       -28.84583       -57.68838        45.78458
          8.818           4.659          -0.150       -16.93876        12.36512       -54.98406       -28.84583       -57.68838        45.78458
          8.818           4.659          -0.150       -16.93876        12.36512       -54.98406       -28.84583       -57.68838        45.78458
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.808           4.659          -0.150       -18.25961        11.26045       -55.43033       -31.31150       -56.40577        49.57111
          8.798           4.659          -0.150       -19.56798        10.18012       -55.75624       -33.64115       -54.90066        53.20914
          8.798           4.659          -0.150       -19.56798        10.18012       -55.75624       -33.64115       -54.90066        53.20914
          8.798           4.659          -0.150       -19.56798        10.18012       -55.75624       -33.64115       -54.90066        53.20914
          8.798           4.659          -0.150       -19.56798        10.18012       -55.75624       -33.64115       -54.90066        53.20914
          8.798           4.659          -0.150       -19.56798        10.18012       -55.75624       -33.64115       -54.90066        53.20914
          8.798           4.659          -0.150       -19.56798        10.18012       -55.75624       -33.64115       -54.90066        53.20914
          8.798           4.659          -0.150       -19.56798        10.18012       -55.75624       -33.64115       -54.90066        53.20914
          8.798           4.659          -0.150       -19.56798        10.18012       -55.75624       -33.64115       -54.90066        53.20914
