              Y               X               Z     Campo-Total
          3.178           2.291           0.000        -6.35412
          1.733          -3.653           0.000        -6.05947
          3.911           1.125           0.000        -5.99569
         -2.174           1.436           0.000        -6.44560
         -1.154           3.133           0.000        -7.54568
          3.687          -3.846           0.000        -3.52726
          1.146          -0.767           0.000        41.05423
         -1.165           1.354           0.000        11.86322
         -3.438          -1.686           0.000        -6.56110
         -0.564          -0.735           0.000       110.51596
          1.359          -2.011           0.000        -4.88625
          1.136          -3.596           0.000        -6.69562
          2.952           0.946           0.000        -7.74473
         -3.663           2.352           0.000        -5.34645
         -1.222           3.810           0.000        -6.15763
         -2.888           1.282           0.000        -7.72568
          0.749          -0.383           0.000       132.45771
          2.914          -2.087           0.000        -7.10674
         -0.927           1.209           0.000        28.13310
         -0.672           3.467           0.000        -7.21452
         -0.164          -2.226           0.000        -2.05408
          1.264           3.144           0.000        -7.47144
          0.464          -2.925           0.000        -7.68245
         -3.846           0.153           0.000        -6.51532
          2.722          -1.383           0.000        -7.74199
         -3.060          -1.530           0.000        -7.41661
          1.151          -3.522           0.000        -6.84493
         -3.363           0.962           0.000        -7.27813
          1.747          -0.170           0.000        13.40386
         -0.550           3.319           0.000        -7.50850
          0.642          -2.025           0.000         0.19699
          0.488           1.423           0.000        29.63789
         -1.314           3.253           0.000        -7.25928
         -1.659          -0.005           0.000        18.75370
          0.516          -0.653           0.000       135.28990
          3.487          -2.287           0.000        -5.76337
          2.763          -2.982           0.000        -6.00678
         -0.809           2.756           0.000        -7.54415
          3.922           0.599           0.000        -6.23818
         -0.087           1.257           0.000        54.60099
         -1.438          -1.544           0.000         0.53800
          3.156          -3.193           0.000        -5.04943
          0.298          -2.047           0.000         1.59474
         -3.961           3.317           0.000        -3.77826
          1.310          -3.381           0.000        -7.01824
         -2.127          -3.482           0.000        -5.97053
         -3.101           3.351           0.000        -4.88745
          1.138           2.908           0.000        -7.74022
         -0.298           2.527           0.000        -6.01122
          0.593          -3.200           0.000        -7.64997
          0.415          -1.306           0.000        41.96786
         -0.554          -3.500           0.000        -7.19019
         -0.963           0.658           0.000        67.27811
         -1.719           2.022           0.000        -6.74093
          1.672           3.361           0.000        -6.73548
         -0.725           2.076           0.000        -1.41536
         -1.700           0.536           0.000        12.07194
         -3.481          -2.186           0.000        -5.90140
          0.188          -3.712           0.000        -6.82028
         -0.085           1.255           0.000        54.82521
          3.335           2.472           0.000        -5.80581
          1.608          -3.444           0.000        -6.62777
          2.010           2.910           0.000        -7.20341
          0.987           2.252           0.000        -5.23276
          2.201          -2.883           0.000        -7.01598
         -2.157           1.910           0.000        -7.56071
         -2.516           0.107           0.000        -5.79187
          1.263          -3.470           0.000        -6.87319
          0.693          -2.387           0.000        -5.49524
         -0.592          -0.793           0.000        97.31201
          0.602           1.750           0.000         8.97144
         -2.174          -1.187           0.000        -5.40689
